id,title,series,author,,genre,date_published,publisher,,,review_count,rating_count,rate
1592,"Me Before You (Me Before You, #1)","
        (Me Before You #1)
",Jojo Moyes,,"Romance,Fiction,Contemporary,Womens Fiction,Chick Lit,Adult,Adult Fiction,Audiobook,Romance,Contemporary Romance,Drama",July 30th 2013,"Penguin Books

            ,",,,"86,460","1,311,712",4.25
1593,"Olive Kitteridge (Olive Kitteridge, #1)","
        (Olive Kitteridge #1)
",Elizabeth Strout,,"Fiction,Short Stories,Literary Fiction,Contemporary,Book Club,Adult Fiction,Adult,Novels,Audiobook",March 25th 2008,Random House,,,"21,497","200,497",3.83
1594,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)","
        (Miss Peregrine's Peculiar Children #1)
",Ransom Riggs,,"Fantasy,Young Adult,Fiction,Fantasy,Paranormal,Mystery,Horror,Historical,Historical Fiction,Science Fiction,Time Travel,Fantasy,Supernatural",June 7th 2011,Quirk,,,"63,131","1,094,744",3.91
1595,The Tales of Beedle the Bard,"
        (Hogwarts Library)
","J.K. Rowling,Lý Lan",,"Fantasy,Fiction,Young Adult,Short Stories,Childrens,Fantasy,Magic,Childrens,Middle Grade,Fantasy,Fairy Tales,Audiobook",December 4th 2008,Bloomsbury,,,"16,531","450,510",4.04
1596,Reading Lolita in Tehran: A Memoir in Books,,Azar Nafisi,,"Nonfiction,Autobiography,Memoir,Biography,Cultural,Iran,Writing,Books About Books,Feminism,History,Biography Memoir,Womens",December 30th 2003,"Random House Trade Paperbacks

            ,",,,"8,009","133,156",3.62
1597,The Plot Against America,,Philip Roth,,"Fiction,Historical,Historical Fiction,Science Fiction,Alternate History,Literature,Novels,Science Fiction,Literature,American,Politics,Literature,Jewish",September 27th 2005,"Vintage International

            ,",,,"4,586","60,192",3.76
1598,"The Nanny Diaries (Nanny, #1)","
        (Nanny #1)
","Emma McLaughlin,Nicola Kraus",,"Fiction,Womens Fiction,Chick Lit,Contemporary,Humor,Romance,Adult Fiction,Adult,Novels,New York",March 18th 2003,"St. Martins Press-3PL

            ,",,,"5,393","375,451",3.44
1599,"Uglies (Uglies, #1)","
        (Uglies  #1)
",Scott Westerfeld,,"Young Adult,Science Fiction,Dystopia,Science Fiction,Fiction,Fantasy,Romance,Young Adult,Teen,Adventure,Apocalyptic,Post Apocalyptic",February 8th 2005,Simon Pulse,,,"24,357","606,803",3.85
1600,"Inkheart (Inkworld, #1)","
        (Inkworld #1)
","Cornelia Funke,Anthea Bell",,"Fantasy,Young Adult,Fiction,Childrens,Middle Grade,Childrens,Adventure,Fantasy,Magic,Writing,Books About Books,Young Adult,Young Adult Fantasy",May 1st 2005,"Scholastic Paperbacks

            ,",,,"12,735","404,735",3.89
1601,The Ocean at the End of the Lane,,Neil Gaiman,,"Fantasy,Fiction,Magical Realism,Horror,Audiobook,Young Adult,Adult,Science Fiction Fantasy,Adult Fiction",June 18th 2013,William Morrow Books,,,"51,279","531,005",4
1602,"Wolf Hall (Thomas Cromwell, #1)","
        (Thomas Cromwell #1)
",Hilary Mantel,,"Historical,Historical Fiction,Fiction,Historical,European Literature,British Literature,Audiobook,Literary Fiction,Novels,Unfinished,Literature",2010,"HarperCollins Publishers Ltd

            ,",,,"17,167","190,688",3.87
1603,"Hush, Hush (Hush, Hush, #1)","
        (Hush, Hush #1)
",Becca Fitzpatrick,,"Young Adult,Fantasy,Romance,Fantasy,Paranormal,Paranormal,Angels,Romance,Paranormal Romance,Fiction,Fantasy,Supernatural,Fantasy,Urban Fantasy",October 13th 2009,Simon & Schuster BFYR,,,"26,608","639,635",3.94
1604,"City of Fallen Angels (The Mortal Instruments, #4)","
        (The Mortal Instruments #4)
",Cassandra Clare,,"Fantasy,Young Adult,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Paranormal,Vampires,Fiction,Paranormal,Angels,Fantasy,Supernatural",April 5th 2011,Margaret K. McElderry Books,,,"24,737","541,182",4.09
1605,A Visit from the Goon Squad,,Jennifer Egan,,"Fiction,Contemporary,Music,Short Stories,Literary Fiction,Novels,Adult Fiction,Literature,Book Club",June 8th 2010,Knopf,,,"18,477","188,469",3.67
1606,Peace Like a River,,Leif Enger,,"Fiction,Historical,Historical Fiction,Book Club,Novels,Adult Fiction,Literary Fiction,Adult,Young Adult,Coming Of Age,Contemporary",August 7th 2002,"Atlantic Monthly Press

            ,",,,"8,213","89,194",3.96
1607,Let the Great World Spin,,Colum McCann,,"Fiction,Historical,Historical Fiction,New York,Book Club,Novels,Contemporary,Literary Fiction,Literature,Historical",June 23rd 2009,"Random House

            ,",,,"9,328","104,700",3.92
1608,Nickel and Dimed: On (Not) Getting by in America,,Barbara Ehrenreich,,"Nonfiction,Sociology,Politics,Economics,Autobiography,Memoir,Social Movements,Social Justice,Social Issues,Poverty,Academic,School,Social Issues",May 1st 2002,"Owl Books (Henry Holt)

            ,",,,"6,701","188,157",3.64
1609,"Dead Until Dark (Sookie Stackhouse, #1)","
        (Sookie Stackhouse #1)
",Charlaine Harris,,"Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Fiction,Mystery,Romance,Paranormal Romance,Fantasy,Supernatural",May 1st 2001,Ace Books,,,"18,766","522,980",3.96
1610,1Q84 (1Q84 #1-3),"
        (1Q84 #1-3)
","Haruki Murakami,Jay Rubin,Philip Gabriel",,"Fiction,Fantasy,Magical Realism,Cultural,Japan,Science Fiction,Asian Literature,Japanese Literature,Contemporary,Literature,Novels",October 25th 2011,"Knopf

            ,",,,"19,456","231,533",3.92
1611,Loving Frank,,Nancy Horan,,"Historical,Historical Fiction,Fiction,Book Club,Historical,Architecture,Romance,Adult Fiction,Adult,Art",August 7th 2007,Ballantine Books,,,"9,620","97,906",3.75
1612,Running with Scissors,,Augusten Burroughs,,"Autobiography,Memoir,Nonfiction,Biography,Humor,Biography Memoir,Biography,Autobiography,LGBT,Psychology,Mental Health,Mental Illness",June 1st 2003,"Picador USA

            ,",,,"12,891","375,466",3.73
1613,"The Passage (The Passage, #1)","
        (The Passage #1)
",Justin Cronin,,"Horror,Fiction,Science Fiction,Fantasy,Apocalyptic,Post Apocalyptic,Paranormal,Vampires,Science Fiction,Dystopia,Thriller,Science Fiction,Apocalyptic",June 8th 2010,Ballantine Books,,,"19,878","205,432",4.02
1614,The Invention of Hugo Cabret,,Brian Selznick,,"Historical,Historical Fiction,Fiction,Young Adult,Childrens,Childrens,Middle Grade,Sequential Art,Graphic Novels,Fantasy,Mystery,Historical",Mar-07,Scholastic Press,,,"15,348","178,639",4.19
1615,The Yiddish Policemen's Union,,Michael Chabon,,"Fiction,Mystery,Science Fiction,Science Fiction,Alternate History,Mystery,Crime,Literature,Jewish,Fantasy,Novels,Literature",May 1st 2007,HarperCollins,,,"7,166","80,904",3.71
1616,"The Lost Hero (The Heroes of Olympus, #1)","
        (The Heroes of Olympus #1)
",Rick Riordan,,"Fantasy,Young Adult,Fantasy,Mythology,Childrens,Middle Grade,Fiction,Adventure,Childrens,Mythology,Greek Mythology,Fantasy,Urban Fantasy",October 12th 2010,Disney-Hyperion Books,,,"24,717","710,296",4.31
1617,The Trigger: Hunting the Assassin Who Brought the World to War,,Tim Butcher,,"History,Nonfiction,War,World War I,War,Biography,Travel,Politics,Literature,20th Century,History,European History",May 1st 2014,Chatto  Windus,,,261,"6,611",3.66
1618,Mystic River,,Dennis Lehane,,"Mystery,Fiction,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Drama,Novels,Contemporary",February 1st 2001,"William Morrow Paperbacks

            ,",,,"4,072","147,679",4.12
1619,Hotel on the Corner of Bitter and Sweet,,Jamie Ford,,"Historical,Historical Fiction,Fiction,Historical,Romance,War,World War II,Book Club,Adult Fiction,War,Adult",January 27th 2009,Ballantine Books,,,"21,232","280,373",4.01
1620,One Day,,David Nicholls,,"Fiction,Romance,Contemporary,Womens Fiction,Chick Lit,Adult,Adult Fiction,Novels,European Literature,British Literature,Love",January 1st 2009,Hodder & Stoughton,,,"18,085","306,392",3.8
1621,Half of a Yellow Sun,,Chimamanda Ngozi Adichie,,"Fiction,Historical,Historical Fiction,Cultural,Africa,Western Africa,Nigeria,War,Historical,Literature,African Literature,Novels,Contemporary",September 12th 2006,Knopf,,,"9,979","128,977",4.3
1622,Shutter Island,,Dennis Lehane,,"Mystery,Fiction,Thriller,Horror,Suspense,Mystery,Crime,Thriller,Mystery Thriller,Novels,Thriller,Psychological Thriller",April 27th 2004,"HarperTorch

            ,",,,"8,937","188,272",4.06
1623,Suite Française,,"Irène Némirovsky,Sandra Smith",,"Fiction,Historical,Historical Fiction,Cultural,France,War,World War II,War,Historical,Classics,World War II,Holocaust,Book Club",April 10th 2007,"Vintage

            ,",,,"6,664","74,868",3.81
1624,"The Eyre Affair (Thursday Next, #1)","
        (Thursday Next #1)
",Jasper Fforde,,"Fantasy,Fiction,Mystery,Humor,Science Fiction,Writing,Books About Books,Science Fiction,Time Travel,Science Fiction,Alternate History,Science Fiction Fantasy",February 25th 2003,"Penguin Books

            ,",,,"10,636","138,375",3.86
1625,Black Swan Green,,David Mitchell,,"Fiction,Young Adult,Coming Of Age,Contemporary,Literary Fiction,Young Adult,European Literature,British Literature,Novels,Literature,Historical,Historical Fiction",February 27th 2007,"Random House

            ,",,,"3,473","42,011",3.93
1626,"The Wise Man's Fear (The Kingkiller Chronicle, #2)","
        (The Kingkiller Chronicle #2)
",Patrick Rothfuss,,"Fantasy,Fiction,Fantasy,Epic Fantasy,Fantasy,High Fantasy,Fantasy,Magic,Science Fiction Fantasy,Adventure,Audiobook,Adult",March 1st 2011,DAW Books,,,"23,541","476,647",4.53
1627,Little Bee,,Chris Cleave,,"Fiction,Cultural,Africa,Historical,Historical Fiction,Book Club,Contemporary,Adult Fiction,Adult,Western Africa,Nigeria,Literary Fiction",February 16th 2010,"Simon & Schuster

            ,",,,"21,592","233,776",3.71
1628,Fast Food Nation: The Dark Side of the All-American Meal,,Eric Schlosser,,"Nonfiction,Food and Drink,Food,Health,Sociology,Politics,History,Science,Academic,School,Health,Nutrition",July 5th 2005,"Harper Perennial

            ,",,,"5,489","206,759",3.74
1629,The Forgotten Garden,,Kate Morton,,"Fiction,Historical,Historical Fiction,Mystery,Historical,Cultural,Australia,Romance,Adult Fiction,Adult,European Literature,British Literature",June 1st 2008,Pan Books,,,"19,226","208,713",4.12
1630,The Girl on the Train,,Paula Hawkins,,"Fiction,Mystery,Thriller,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Contemporary,Adult,Audiobook",January 13th 2015,"Riverhead Books

            ,",,,"114,850","2,391,802",3.94
1631,"The Final Empire (Mistborn, #1)","
        (The Mistborn Saga #1)
",Brandon Sanderson,,"Fantasy,Fiction,Fantasy,High Fantasy,Fantasy,Epic Fantasy,Adult,Fantasy,Magic,Young Adult,Science Fiction Fantasy,Audiobook",July 17th 2006,Tor Books,,,"33,651","478,950",4.44
1632,"Delirium (Delirium, #1)","
        (Delirium #1)
",Lauren Oliver,,"Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fantasy,Fiction,Young Adult,Teen,Audiobook,Apocalyptic,Post Apocalyptic",February 7th 2012,"HarperCollins

            ,",,,"27,099","447,245",3.96
1633,"Fifty Shades of Grey (Fifty Shades, #1)","
        (Fifty Shades #1)
",E.L. James,,"Romance,Fiction,Adult Fiction,Erotica,Adult,Erotica,BDSM,Contemporary,Womens Fiction,Chick Lit,Romance,Contemporary Romance,Romance,Erotic Romance",May 25th 2011,Vintage,,,"79,982","2,164,270",3.66
1634,"Blood Promise (Vampire Academy, #4)","
        (Vampire Academy #4)
",Richelle Mead,,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction",August 25th 2009,Razorbill,,,"10,198","302,742",4.29
1635,"Clockwork Prince (The Infernal Devices, #2)","
        (The Infernal Devices #2)
",Cassandra Clare,,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Science Fiction,Steampunk,Historical,Historical Fiction,Fantasy,Urban Fantasy,Fiction,Paranormal,Angels",December 6th 2011,Margaret K. McElderry Books,,,"26,366","500,694",4.41
1636,Let the Right One In,"
        (Let the Right One In #1)
",John Ajvide Lindqvist,,"Horror,Fiction,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Thriller,Fantasy,Supernatural,Mystery,European Literature,Swedish Literature",August 2nd 2007,"Quercus Publishing

            ,",,,"6,387","102,587",4.02
1637,"Matched (Matched, #1)","
        (Matched #1)
",Ally Condie,,"Young Adult,Science Fiction,Dystopia,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Teen,Audiobook,Futuristic",November 30th 2010,Dutton Books for Young Readers,,,"34,025","712,304",3.64
1638,"The Year of the Flood (MaddAddam, #2)","
        (MaddAddam #2)
",Margaret Atwood,,"Fiction,Science Fiction,Science Fiction,Dystopia,Apocalyptic,Post Apocalyptic,Fantasy,Cultural,Canada,Speculative Fiction,Audiobook,Science Fiction Fantasy",September 22nd 2009,Doubleday Nan A. Talese,,,"7,944","119,812",4.03
1639,Team of Rivals: The Political Genius of Abraham Lincoln,,Doris Kearns Goodwin,,"History,Nonfiction,Biography,Politics,North American Hi...,American History,Military History,Civil War,Leadership,Politics,Presidents,Historical",September 26th 2006,"Simon & Schuster

            ,",,,"7,506","178,128",4.22
1640,"A Discovery of Witches (All Souls Trilogy, #1)","
        (All Souls  #1)
",Deborah Harkness,,"Fantasy,Fiction,Romance,Fantasy,Paranormal,Paranormal,Vampires,Paranormal,Witches,Fantasy,Magic,Fantasy,Urban Fantasy,Romance,Paranormal Romance",Feb-11,Viking Penguin,,,"39,209","428,844",4
1641,"Wonder (Wonder, #1)","
        (Wonder #1)
",R.J. Palacio,,"Young Adult,Fiction,Childrens,Middle Grade,Contemporary,Realistic Fiction,Childrens,Academic,School,Family,Young Adult,Coming Of Age",February 14th 2012,Alfred A. Knopf,,,"69,673","880,346",4.4
1642,Stiff: The Curious Lives of Human Cadavers,,Mary Roach,,"Nonfiction,Science,Humor,Medical,Health,Medicine,Audiobook,Death,History,Adult",May 17th 2004,"W. W. Norton  Company

            ,",,,"14,718","192,707",4.04
1643,Snow,,"Orhan Pamuk,Maureen Freely",,"Fiction,Literature,Contemporary,Cultural,Turkish,Asian Literature,Turkish Literature,Novels,Historical,Historical Fiction,Nobel Prize,Literary Fiction",Aug-05,"Vintage Books

            ,",,,"3,804","44,981",3.59
1644,Fingersmith,,Sarah Waters,,"Historical,Historical Fiction,Fiction,LGBT,Historical,Romance,Mystery,LGBT,Queer,LGBT,Lesbian,Adult",October 1st 2002,Riverhead Books,,,"6,416","99,141",3.98
1645,The Bookseller of Kabul,,"Åsne Seierstad,Ingrid Christopherson",,"Nonfiction,Biography,Autobiography,Memoir,History,Travel,Writing,Books About Books,Cultural,Asia,Religion,Islam,Biography Memoir",October 26th 2004,"Little, Brown and Company

            ,",,,"3,410","53,997",3.74
1646,"Spirit Bound (Vampire Academy, #5)","
        (Vampire Academy #5)
",Richelle Mead,,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction",May 18th 2010,Razorbill,,,"9,254","282,218",4.31
1647,Flow Down Like Silver: Hypatia of Alexandria,,Ki Longfellow,,"Historical,Historical Fiction,Fiction,Northern Africa,Egypt,Historical,Philosophy,Literature,Cultural,Africa,Feminism,History,Ancient History",August 20th 2009,Eio Books,,,224,"7,427",3.78
1648,"Fifty Shades Darker (Fifty Shades, #2)","
        (Fifty Shades #2)
",E.L. James,,"Romance,Adult Fiction,Erotica,Fiction,Erotica,BDSM,Adult,Contemporary,Romance,Contemporary Romance,Womens Fiction,Chick Lit,Romance,Erotic Romance",September 16th 2011,"The Writer's Coffee Shop Publishing House

            ,",,,"29,559","805,372",3.83
1649,If I Stay,"
        (If I Stay #1)
",Gayle Forman,,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Young Adult,Teen,Music,Death,Audiobook",April 2nd 2009,Viking,,,"39,436","776,292",3.93
1650,"Dreams of the Ringed Vale (Luthiel's Song, #1)","
        (Luthiel's Song #1)
",Robert Fanney,,"Fantasy,Fantasy,Elves,Fantasy,Magic,Young Adult,Fantasy,Dragons,Adventure,Shapeshifters,Werewolves,Paranormal,Vampires,Fiction",April 1st 2005,Dark Forest Press,,,208,"5,726",3.54
1651,"A Breath of Snow and Ashes (Outlander, #6)","
        (Outlander #6)
",Diana Gabaldon,,"Historical,Historical Fiction,Romance,Fiction,Fantasy,Science Fiction,Time Travel,Historical,Romance,Historical Romance,Audiobook,Adult",August 29th 2006,"Delta

            ,",,,"5,949","157,176",4.41
1652,Saturday,,Ian McEwan,,"Fiction,Contemporary,Literary Fiction,European Literature,British Literature,Novels,Literature,Adult Fiction,Book Club,Literature,21st Century",April 11th 2006,"Anchor

            ,",,,"4,093","71,355",3.62
1653,Choke,,Chuck Palahniuk,,"Fiction,Contemporary,Humor,Novels,Literature,Adult,Literature,American,Adult Fiction,Dark",Jun-02,"Anchor Books

            ,",,,"6,305","200,197",3.7
1654,Before I Fall,,Lauren Oliver,,"Young Adult,Contemporary,Fiction,Romance,Fantasy,Realistic Fiction,Young Adult,Teen,Fantasy,Paranormal,Death",October 25th 2010,"HarperCollins

            ,",,,"20,836","321,498",3.89
1655,"Odd Thomas (Odd Thomas, #1)","
        (Odd Thomas #1)
",Dean Koontz,,"Horror,Fiction,Mystery,Fantasy,Thriller,Fantasy,Paranormal,Suspense,Fantasy,Supernatural,Fantasy,Urban Fantasy",August 29th 2006,"Bantam

            ,",,,"7,739","267,954",3.96
1656,The Book of Lost Things,,John Connolly,,"Fantasy,Fiction,Young Adult,Horror,Fantasy,Fairy Tales,Writing,Books About Books,Adventure,Adult,Mystery",November 7th 2006,Atria Books,,,"8,237","81,802",3.91
1657,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together","
        (Same Kind of Different as Me #1)
","Ron Hall,Denver Moore,Lynn Vincent",,"Nonfiction,Autobiography,Memoir,Christian,Biography,Inspirational,Book Club,Religion,Faith,Religion,Biography Memoir",June 18th 2006,"Thomas Nelson

            ,",,,"8,232","92,386",4.13
1658,"A Dirty Job (Grim Reaper, #1)","
        (Grim Reaper #1)
",Christopher Moore,,"Humor,Fiction,Fantasy,Humor,Comedy,Fantasy,Paranormal,Fantasy,Urban Fantasy,Audiobook,Horror,Fantasy,Supernatural",March 21st 2006,William Morrow,,,"6,898","119,373",4
1659,"Last Sacrifice (Vampire Academy, #6)","
        (Vampire Academy #6)
",Richelle Mead,,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Urban Fantasy,Romance,Paranormal Romance,Fantasy,Supernatural,Fiction",December 7th 2010,Razorbill,,,"11,655","276,265",4.36
1660,High in School,,Salman Aditya,,"Humor,Humor,Comedy,Fantasy,Fiction,Childrens,Sequential Art,Graphic Novels,Young Adult,Asian Literature,Indonesian Literature,Contemporary",December 20th 2012,NaN,,,67,"4,865",3.52
